"family_id","canonical_key","n_flippers","valid","n_axis","n_diagonal","n_oblique","geometry_class","mean_distance_from_s","max_distance_from_s","mean_manhattan_from_s","max_manhattan_from_s","max_chebyshev_from_s","mean_pairwise_distance","adjacent_components","n_orientations","symmetry_count","gf2_rank","nullity","full_rank","reachable_states_log2","reachable_states","solutions_per_reachable_log2","solutions_per_reachable","distinct_move_rows","distinct_move_columns","mean_move_overlap","max_move_overlap","prop_moves_overlap","prop_overlap_2plus","sd_move_overlap","mean_move_hamming","min_move_hamming","max_move_hamming","sd_move_hamming","mean_local_hamming","min_local_hamming","max_local_hamming","sd_local_hamming","mean_pair_effect","min_pair_effect","max_pair_effect","sd_pair_effect","prop_pair_effect_small","effect_mean_pair_distance","effect_max_pair_distance","effect_sd_pair_distance"
1005,"-1:0|0:-2|1:-1|2:2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,2.04295532842377,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,9,8,10,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,2.04295532842377,2.82842712474619,0.60215679580886
1006,"-1:-1|0:-2|1:-1|2:2",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,1.97858444539843,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.583333333333333,0.25,0.800640769025436,8.33333333333333,6,10,1.60128153805087,10,10,10,0,8.33333333333333,6,10,1.60128153805087,0,1.97858444539843,2.82842712474619,0.562932394231188
1007,"-1:-2|0:-2|1:-1|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.98371941369913,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,9,8,10,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,1.98371941369913,2.82842712474619,0.542481221091435
1008,"-2:-1|0:2|1:1|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.14361259938572,2,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.25,0.98766077251289,8.33333333333333,4,10,1.97532154502578,10,10,10,0,8.33333333333333,4,10,1.97532154502578,0.0833333333333333,2.14361259938572,2.82842712474619,0.582070083366052
1009,"-2:-2|-1:1|0:2|2:0",4,TRUE,2,2,0,"mixed",2.06066017177982,2.82842712474619,2.5,4,2,2.14295532842377,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,10,10,10,0,8.33333333333333,6,10,1.10738878536948,0,2.14295532842377,2.82842712474619,0.480442458550402
1010,"-2:-1|0:-2|1:-1|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.08371941369913,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,10,10,10,0,8.33333333333333,6,10,1.10738878536948,0,2.08371941369913,2.82842712474619,0.419143842948326
1011,"-1:-1|-1:1|1:-1|2:2",4,TRUE,0,4,0,"diagonal_only",1.76776695296637,2.82842712474619,2.5,4,2,2.12000580163574,2,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,10,10,10,0,8.33333333333333,6,10,1.37666489859818,0,2.12000580163574,2.82842712474619,0.582690503927722
1012,"-1:-1|-1:2|1:1|2:-2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.16656212617375,3,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,10,10,10,0,8.33333333333333,6,10,1.37666489859818,0,2.16656212617375,2.82842712474619,0.478433268804974
1013,"-2:-2|-1:1|1:-1|2:2",4,TRUE,0,4,0,"diagonal_only",2.12132034355964,2.82842712474619,3,4,2,2.1672193971357,2,2,4,17,8,FALSE,17,131072,8,256,25,25,0.833333333333333,2,0.5,0.333333333333333,0.899027097085065,8.33333333333333,6,10,1.79805419417013,10,10,10,0,8.33333333333333,6,10,1.79805419417013,0,2.1672193971357,2.82842712474619,0.580383096352714
1014,"-1:-1|-1:0|1:-1|2:2",4,TRUE,1,3,0,"mixed",1.6642135623731,2.82842712474619,2.25,4,2,1.97858444539843,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,8,8,8,0,8.33333333333333,6,10,1.10738878536948,0,1.97858444539843,2.82842712474619,0.734244579617092
1015,"-1:-2|-1:0|1:-1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.12514076993644,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.75,0.0833333333333333,0.553694392684741,8.33333333333333,6,10,1.10738878536948,9,8,10,1.01015254455221,8.33333333333333,6,10,1.10738878536948,0,2.12514076993644,2.82842712474619,0.561522442367321
1016,"-1:-1|0:1|1:2|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.04361259938572,1,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.25,0.98766077251289,8.33333333333333,4,10,1.97532154502578,9,8,10,1.01015254455221,8.33333333333333,4,10,1.97532154502578,0.0833333333333333,2.04361259938572,2.82842712474619,0.686090003515842
1017,"-1:-1|0:1|0:2|2:-2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,2.00153397218646,2,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,8,6,10,2.02030508910442,8.33333333333333,6,10,1.37666489859818,0,2.00153397218646,2.82842712474619,0.661531689157382
1018,"-1:-1|-1:2|0:1|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.04295532842377,2,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,1,0.833333333333333,0,0.373300683394721,8.33333333333333,8,10,0.746601366789441,9,8,10,1.01015254455221,8.33333333333333,8,10,0.746601366789441,0,2.04295532842377,2.82842712474619,0.60215679580886
1019,"-1:-2|-1:-1|1:-1|2:2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.04295532842377,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,9,8,10,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,2.04295532842377,2.82842712474619,0.60215679580886
1020,"-1:-1|-1:1|1:-2|2:2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.14361259938572,2,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.25,0.98766077251289,8.33333333333333,4,10,1.97532154502578,10,10,10,0,8.33333333333333,4,10,1.97532154502578,0.0833333333333333,2.14361259938572,2.82842712474619,0.582070083366052
1021,"-1:-1|-1:1|0:-2|2:2",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,2.0607698869111,2,8,1,17,8,FALSE,17,131072,8,256,25,25,0.833333333333333,2,0.5,0.333333333333333,0.899027097085065,8.33333333333333,6,10,1.79805419417013,10,10,10,0,8.33333333333333,6,10,1.79805419417013,0,2.0607698869111,2.82842712474619,0.530437422427522
1022,"-1:-1|-1:1|-1:2|2:-2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.01934853067379,2,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,2,0.666666666666667,0.166666666666667,0.688332449299089,8.33333333333333,6,10,1.37666489859818,9,8,10,1.01015254455221,8.33333333333333,6,10,1.37666489859818,0,2.01934853067379,2.82842712474619,0.598360270206642
1023,"-2:-1|-1:1|1:-2|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.19016892392373,3,8,1,17,8,FALSE,17,131072,8,256,25,25,0.833333333333333,2,0.5,0.333333333333333,0.899027097085065,8.33333333333333,6,10,1.79805419417013,10,10,10,0,8.33333333333333,6,10,1.79805419417013,0,2.19016892392373,2.82842712474619,0.475114120418297
1024,"-2:-1|-1:1|0:-2|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.18951165296178,4,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.166666666666667,1.06897047752888,8.33333333333333,4,10,2.13794095505776,10,10,10,0,8.33333333333333,4,10,2.13794095505776,0.166666666666667,2.18951165296178,2.82842712474619,0.343250348457488
1025,"-2:-1|-1:-2|-1:1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.10732621144911,3,8,1,21,4,FALSE,21,2097152,4,16,25,25,0.833333333333333,3,0.5,0.25,0.98766077251289,8.33333333333333,4,10,1.97532154502578,10,10,10,0,8.33333333333333,4,10,1.97532154502578,0.0833333333333333,2.10732621144911,2.82842712474619,0.420550219671977
