"family_id","canonical_key","n_flippers","valid","n_axis","n_diagonal","n_oblique","geometry_class","mean_distance_from_s","max_distance_from_s","mean_manhattan_from_s","max_manhattan_from_s","max_chebyshev_from_s","mean_pairwise_distance","adjacent_components","n_orientations","symmetry_count","gf2_rank","nullity","full_rank","reachable_states_log2","reachable_states","solutions_per_reachable_log2","solutions_per_reachable","distinct_move_rows","distinct_move_columns","mean_move_overlap","max_move_overlap","prop_moves_overlap","prop_overlap_2plus","sd_move_overlap","mean_move_hamming","min_move_hamming","max_move_hamming","sd_move_hamming","mean_local_hamming","min_local_hamming","max_local_hamming","sd_local_hamming","mean_pair_effect","min_pair_effect","max_pair_effect","sd_pair_effect","prop_pair_effect_small","effect_mean_pair_distance","effect_max_pair_distance","effect_sd_pair_distance","comparison_group","z_spatial_dispersion","z_local_change","z_overlap_variability","z_asymmetry","z_components","structural_difficulty_score","difficulty_percentile","difficulty_rank_within_group","difficulty_band"
225,"-1:-2|0:-1|2:0",3,TRUE,2,0,1,"mixed",1.74535599249993,2.23606797749979,2,3,2,1.95246277368648,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,7,6,8,1.01015254455221,7,6,8,1.00167084494127,0,1.95246277368648,2.82842712474619,0.652278269484895,"F3_R24",0.0145077717461157,0.0135009805925445,-1.62834736819732,0.470063395681472,-0.187733155733684,-1.31800837591088,0.334285714285714,114,"easy"
267,"-1:-1|0:1|2:1",3,TRUE,1,1,1,"mixed",1.5500938466243,2.23606797749979,2,3,2,1.95246277368648,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,7,6,8,1.01015254455221,7,6,8,1.00167084494127,0,1.95246277368648,2.82842712474619,0.652278269484895,"F3_R24",0.0145077717461157,0.0135009805925445,-1.62834736819732,0.470063395681472,-0.187733155733684,-1.31800837591088,0.334285714285714,114,"easy"
277,"-1:-2|0:2|1:0",3,TRUE,2,0,1,"mixed",1.74535599249993,2.23606797749979,2,3,2,1.95246277368648,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,7,6,8,1.01015254455221,7,6,8,1.00167084494127,0,1.95246277368648,2.82842712474619,0.652278269484895,"F3_R24",0.0145077717461157,0.0135009805925445,-1.62834736819732,0.470063395681472,-0.187733155733684,-1.31800837591088,0.334285714285714,114,"easy"
213,"-1:-1|-1:1|-1:2",3,TRUE,0,2,1,"off_axis",1.68816503408199,2.23606797749979,2.33333333333333,3,2,1.67741585037433,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,7,6,8,1.01015254455221,7,4,8,1.29315150027968,0.0833333333333333,1.67741585037433,2.23606797749979,0.472790945234314,"F3_R24",-1.22364998337375,0.0135009805925445,0.610630263073996,0.470063395681472,-1.41147520792363,-1.54093055194936,0.3,122,"easy"
232,"-1:-2|0:-1|0:2",3,TRUE,2,0,1,"mixed",1.74535599249993,2.23606797749979,2,3,2,1.67741585037433,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,7,6,8,1.01015254455221,7,4,8,1.29315150027968,0.0833333333333333,1.67741585037433,2.23606797749979,0.472790945234314,"F3_R24",-1.22364998337375,0.0135009805925445,0.610630263073996,0.470063395681472,-1.41147520792363,-1.54093055194936,0.3,122,"easy"
297,"-1:-1|0:-2|0:1",3,TRUE,2,1,0,"mixed",1.47140452079103,2,1.66666666666667,2,2,1.67741585037433,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,7,6,8,1.01015254455221,7,4,8,1.29315150027968,0.0833333333333333,1.67741585037433,2.23606797749979,0.472790945234314,"F3_R24",-1.22364998337375,0.0135009805925445,0.610630263073996,0.470063395681472,-1.41147520792363,-1.54093055194936,0.3,122,"easy"
299,"-1:-1|0:-2|0:2",3,TRUE,2,1,0,"mixed",1.80473785412437,2,2,2,2,1.67741585037433,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,7,6,8,1.01015254455221,7,4,8,1.29315150027968,0.0833333333333333,1.67741585037433,2.23606797749979,0.472790945234314,"F3_R24",-1.22364998337375,0.0135009805925445,0.610630263073996,0.470063395681472,-1.41147520792363,-1.54093055194936,0.3,122,"easy"
116,"-2:-2|-2:2|2:0",3,TRUE,1,2,0,"mixed",2.55228474983079,2.82842712474619,3.33333333333333,4,2,2.18816503408199,3,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,7,6,8,1.01015254455221,7,6,8,1.00167084494127,0,2.18816503408199,2.82842712474619,0.674033040989193,"F3_R24",1.07555065887846,0.0135009805925445,-1.62834736819732,-2.11528528056662,1.03600889645626,-1.61857211283669,0.282857142857143,126,"easy"
281,"-1:-2|-1:2|2:0",3,TRUE,1,0,2,"mixed",2.15737865166653,2.23606797749979,2.66666666666667,3,2,2.18816503408199,3,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,7,6,8,1.01015254455221,7,6,8,1.00167084494127,0,2.18816503408199,2.82842712474619,0.674033040989193,"F3_R24",1.07555065887846,0.0135009805925445,-1.62834736819732,-2.11528528056662,1.03600889645626,-1.61857211283669,0.282857142857143,126,"easy"
185,"-1:-2|0:-2|0:2",3,TRUE,2,0,1,"mixed",2.07868932583326,2.23606797749979,2.33333333333333,3,2,1.60838025664548,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,6,6,0,7,4,8,1.29315150027968,0.0833333333333333,1.60838025664548,2.23606797749979,0.543815722501309,"F3_R24",-1.53442224988506,-1.17458531155134,0.610630263073996,0.470063395681472,-0.187733155733684,-1.81604705841461,0.265714285714286,128,"easy"
265,"-1:-1|-1:0|-1:2",3,TRUE,1,1,1,"mixed",1.5500938466243,2.23606797749979,2,3,2,1.60838025664548,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,6,6,0,7,4,8,1.29315150027968,0.0833333333333333,1.60838025664548,2.23606797749979,0.543815722501309,"F3_R24",-1.53442224988506,-1.17458531155134,0.610630263073996,0.470063395681472,-0.187733155733684,-1.81604705841461,0.265714285714286,128,"easy"
310,"-1:0|0:-1|0:2",3,TRUE,3,0,0,"axis_only",1.33333333333333,2,1.33333333333333,2,2,1.60838025664548,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,6,6,0,7,4,8,1.29315150027968,0.0833333333333333,1.60838025664548,2.23606797749979,0.543815722501309,"F3_R24",-1.53442224988506,-1.17458531155134,0.610630263073996,0.470063395681472,-0.187733155733684,-1.81604705841461,0.265714285714286,128,"easy"
313,"-1:-1|-1:0|2:0",3,TRUE,2,1,0,"mixed",1.47140452079103,2,1.66666666666667,2,2,1.60838025664548,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,6,6,0,7,4,8,1.29315150027968,0.0833333333333333,1.60838025664548,2.23606797749979,0.543815722501309,"F3_R24",-1.53442224988506,-1.17458531155134,0.610630263073996,0.470063395681472,-0.187733155733684,-1.81604705841461,0.265714285714286,128,"easy"
292,"-2:0|-1:-1|0:-2",3,TRUE,2,1,0,"mixed",1.80473785412437,2,2,2,2,1.84517796864425,1,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,8,8,8,0,7,4,8,1.29315150027968,0.0833333333333333,1.84517796864425,2.82842712474619,0.560697705395584,"F3_R24",-0.468448051827333,1.20158727273643,0.610630263073996,-2.11528528056662,-1.41147520792363,-2.18299100450716,0.248571428571429,132,"easy"
321,"-1:-1|-1:1|1:-1",3,TRUE,0,3,0,"diagonal_only",1.4142135623731,1.4142135623731,2,2,1,1.84517796864425,1,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,8,8,8,0,7,4,8,1.29315150027968,0.0833333333333333,1.84517796864425,2.82842712474619,0.560697705395584,"F3_R24",-0.468448051827333,1.20158727273643,0.610630263073996,-2.11528528056662,-1.41147520792363,-2.18299100450716,0.248571428571429,132,"easy"
64,"-1:0|2:-2|2:-1",3,TRUE,1,1,1,"mixed",2.02149836741533,2.82842712474619,2.66666666666667,4,2,2.02149836741533,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,6,6,6,0,7,6,8,1.00167084494127,0,2.02149836741533,2.82842712474619,0.834417893291247,"F3_R24",0.325280038257427,-1.17458531155134,-1.62834736819732,0.470063395681472,-0.187733155733684,-2.19532240154345,0.24,134,"easy"
114,"-2:-2|-2:2|2:-2",3,TRUE,0,3,0,"diagonal_only",2.82842712474619,2.82842712474619,4,4,2,1.98324915610194,2,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,6,6,0,7,4,8,1.29315150027968,0.0833333333333333,1.98324915610194,2.82842712474619,0.938119044570097,"F3_R24",0.153096481195288,-1.17458531155134,0.610630263073996,-2.11528528056662,-0.187733155733684,-2.71387700358236,0.231428571428571,135,"easy"
158,"-1:0|0:-1|2:2",3,TRUE,2,1,0,"mixed",1.60947570824873,2.82842712474619,2,4,2,1.98324915610194,2,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,6,6,0,7,4,8,1.29315150027968,0.0833333333333333,1.98324915610194,2.82842712474619,0.938119044570097,"F3_R24",0.153096481195288,-1.17458531155134,0.610630263073996,-2.11528528056662,-0.187733155733684,-2.71387700358236,0.231428571428571,135,"easy"
54,"-2:-2|-1:-2|-1:-1",3,TRUE,0,2,1,"off_axis",2.15956955487303,2.82842712474619,3,4,2,1.64882037116536,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,6,6,0,7,4,8,1.29315150027968,0.0833333333333333,1.64882037116536,2.82842712474619,0.733259613204043,"F3_R24",-1.35237607097216,-1.17458531155134,0.610630263073996,0.470063395681472,-1.41147520792363,-2.85774293169165,0.214285714285714,137,"easy"
117,"-2:-2|-1:-1|-1:0",3,TRUE,1,2,0,"mixed",1.74754689570643,2.82842712474619,2.33333333333333,4,2,1.64882037116536,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,6,6,0,7,4,8,1.29315150027968,0.0833333333333333,1.64882037116536,2.82842712474619,0.733259613204043,"F3_R24",-1.35237607097216,-1.17458531155134,0.610630263073996,0.470063395681472,-1.41147520792363,-2.85774293169165,0.214285714285714,137,"easy"
224,"-1:-2|0:-1|1:0",3,TRUE,2,0,1,"mixed",1.4120226591666,2.23606797749979,1.66666666666667,3,2,1.64882037116536,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,6,6,0,7,4,8,1.29315150027968,0.0833333333333333,1.64882037116536,2.82842712474619,0.733259613204043,"F3_R24",-1.35237607097216,-1.17458531155134,0.610630263073996,0.470063395681472,-1.41147520792363,-2.85774293169165,0.214285714285714,137,"easy"
320,"-1:-1|-1:0|1:1",3,TRUE,1,2,0,"mixed",1.2761423749154,1.4142135623731,1.66666666666667,2,1,1.64882037116536,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,6,6,0,7,4,8,1.29315150027968,0.0833333333333333,1.64882037116536,2.82842712474619,0.733259613204043,"F3_R24",-1.35237607097216,-1.17458531155134,0.610630263073996,0.470063395681472,-1.41147520792363,-2.85774293169165,0.214285714285714,137,"easy"
217,"-1:-2|-1:-1|-1:2",3,TRUE,0,1,2,"off_axis",1.96211650579089,2.23606797749979,2.66666666666667,3,2,1.64772491956211,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,4,8,2.02030508910442,7,4,8,1.29315150027968,0.0833333333333333,1.64772491956211,2.23606797749979,0.584810317406282,"F3_R24",-1.35730738189754,-1.17458531155134,0.610630263073996,0.470063395681472,-1.41147520792363,-2.86267424261703,0.191428571428571,141,"very_easy"
228,"-1:-2|0:-1|0:1",3,TRUE,2,0,1,"mixed",1.4120226591666,2.23606797749979,1.66666666666667,3,2,1.64772491956211,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,4,8,2.02030508910442,7,4,8,1.29315150027968,0.0833333333333333,1.64772491956211,2.23606797749979,0.584810317406282,"F3_R24",-1.35730738189754,-1.17458531155134,0.610630263073996,0.470063395681472,-1.41147520792363,-2.86267424261703,0.191428571428571,141,"very_easy"
288,"-1:-2|0:1|0:2",3,TRUE,2,0,1,"mixed",1.74535599249993,2.23606797749979,2,3,2,1.64772491956211,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,4,8,2.02030508910442,7,4,8,1.29315150027968,0.0833333333333333,1.64772491956211,2.23606797749979,0.584810317406282,"F3_R24",-1.35730738189754,-1.17458531155134,0.610630263073996,0.470063395681472,-1.41147520792363,-2.86267424261703,0.191428571428571,141,"very_easy"
302,"-1:-1|0:1|0:2",3,TRUE,2,1,0,"mixed",1.47140452079103,2,1.66666666666667,2,2,1.64772491956211,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,4,8,2.02030508910442,7,4,8,1.29315150027968,0.0833333333333333,1.64772491956211,2.23606797749979,0.584810317406282,"F3_R24",-1.35730738189754,-1.17458531155134,0.610630263073996,0.470063395681472,-1.41147520792363,-2.86267424261703,0.191428571428571,141,"very_easy"
196,"-1:-2|0:2|1:-2",3,TRUE,1,0,2,"mixed",2.15737865166653,2.23606797749979,2.66666666666667,3,2,1.88342717995763,2,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,8,8,8,0,7,6,8,1.00167084494127,0,1.88342717995763,2.23606797749979,0.37847386878915,"F3_R24",-0.296264494765195,1.20158727273643,-1.62834736819732,-2.11528528056662,-0.187733155733684,-3.0260430265264,0.174285714285714,145,"very_easy"
314,"-1:-1|-1:1|2:0",3,TRUE,1,2,0,"mixed",1.60947570824873,2,2,2,2,1.88342717995763,2,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,8,8,8,0,7,6,8,1.00167084494127,0,1.88342717995763,2.23606797749979,0.37847386878915,"F3_R24",-0.296264494765195,1.20158727273643,-1.62834736819732,-2.11528528056662,-0.187733155733684,-3.0260430265264,0.174285714285714,145,"very_easy"
68,"-2:-1|2:-2|2:-1",3,TRUE,0,1,2,"off_axis",2.43352102658192,2.82842712474619,3.33333333333333,4,2,1.78579610701981,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,6,6,6,0,7,6,8,1.00167084494127,0,1.78579610701981,2.82842712474619,0.757046046805256,"F3_R24",-0.735762848874916,-1.17458531155134,-1.62834736819732,0.470063395681472,-0.187733155733684,-3.25636528867579,0.154285714285714,147,"very_easy"
125,"-1:-1|0:-1|2:-2",3,TRUE,1,2,0,"mixed",1.74754689570643,2.82842712474619,2.33333333333333,4,2,1.78579610701981,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,6,6,6,0,7,6,8,1.00167084494127,0,1.78579610701981,2.82842712474619,0.757046046805256,"F3_R24",-0.735762848874916,-1.17458531155134,-1.62834736819732,0.470063395681472,-0.187733155733684,-3.25636528867579,0.154285714285714,147,"very_easy"
236,"-1:-1|-1:0|1:-2",3,TRUE,1,1,1,"mixed",1.5500938466243,2.23606797749979,2,3,2,1.78579610701981,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,6,6,6,0,7,6,8,1.00167084494127,0,1.78579610701981,2.82842712474619,0.757046046805256,"F3_R24",-0.735762848874916,-1.17458531155134,-1.62834736819732,0.470063395681472,-0.187733155733684,-3.25636528867579,0.154285714285714,147,"very_easy"
274,"-1:-2|0:1|1:0",3,TRUE,2,0,1,"mixed",1.4120226591666,2.23606797749979,1.66666666666667,3,2,1.78579610701981,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,6,6,6,0,7,6,8,1.00167084494127,0,1.78579610701981,2.82842712474619,0.757046046805256,"F3_R24",-0.735762848874916,-1.17458531155134,-1.62834736819732,0.470063395681472,-0.187733155733684,-3.25636528867579,0.154285714285714,147,"very_easy"
287,"-1:-1|-1:0|2:1",3,TRUE,1,1,1,"mixed",1.5500938466243,2.23606797749979,2,3,2,1.78579610701981,2,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,6,6,6,0,7,6,8,1.00167084494127,0,1.78579610701981,2.82842712474619,0.757046046805256,"F3_R24",-0.735762848874916,-1.17458531155134,-1.62834736819732,0.470063395681472,-0.187733155733684,-3.25636528867579,0.154285714285714,147,"very_easy"
173,"-1:-1|0:-2|1:-2",3,TRUE,1,1,1,"mixed",1.88342717995763,2.23606797749979,2.33333333333333,3,2,1.71676051329096,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,7,6,8,1.01015254455221,7,6,8,1.00167084494127,0,1.71676051329096,2.23606797749979,0.513108183530476,"F3_R24",-1.04653511538623,0.0135009805925445,-1.62834736819732,0.470063395681472,-1.41147520792363,-3.60279331523316,0.125714285714286,152,"very_easy"
198,"-2:-1|-1:-2|-1:0",3,TRUE,1,0,2,"mixed",1.82404531833319,2.23606797749979,2.33333333333333,3,2,1.71676051329096,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,7,6,8,1.01015254455221,7,6,8,1.00167084494127,0,1.71676051329096,2.23606797749979,0.513108183530476,"F3_R24",-1.04653511538623,0.0135009805925445,-1.62834736819732,0.470063395681472,-1.41147520792363,-3.60279331523316,0.125714285714286,152,"very_easy"
206,"-1:-1|1:-2|1:-1",3,TRUE,0,2,1,"off_axis",1.68816503408199,2.23606797749979,2.33333333333333,3,2,1.71676051329096,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,7,6,8,1.01015254455221,7,6,8,1.00167084494127,0,1.71676051329096,2.23606797749979,0.513108183530476,"F3_R24",-1.04653511538623,0.0135009805925445,-1.62834736819732,0.470063395681472,-1.41147520792363,-3.60279331523316,0.125714285714286,152,"very_easy"
208,"-2:-1|-1:-1|0:-2",3,TRUE,1,1,1,"mixed",1.88342717995763,2.23606797749979,2.33333333333333,3,2,1.71676051329096,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,7,6,8,1.01015254455221,7,6,8,1.00167084494127,0,1.71676051329096,2.23606797749979,0.513108183530476,"F3_R24",-1.04653511538623,0.0135009805925445,-1.62834736819732,0.470063395681472,-1.41147520792363,-3.60279331523316,0.125714285714286,152,"very_easy"
294,"-1:-1|0:-2|1:0",3,TRUE,2,1,0,"mixed",1.47140452079103,2,1.66666666666667,2,2,1.71676051329096,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,7,6,8,1.01015254455221,7,6,8,1.00167084494127,0,1.71676051329096,2.23606797749979,0.513108183530476,"F3_R24",-1.04653511538623,0.0135009805925445,-1.62834736819732,0.470063395681472,-1.41147520792363,-3.60279331523316,0.125714285714286,152,"very_easy"
169,"-1:-2|0:-2|1:-2",3,TRUE,1,0,2,"mixed",2.15737865166653,2.23606797749979,2.66666666666667,3,2,1.74535599249993,2,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,4,8,2.02030508910442,7,4,8,1.29315150027968,0.0833333333333333,1.74535599249993,2.23606797749979,0.586923292546395,"F3_R24",-0.917809027787815,-1.17458531155134,0.610630263073996,-2.11528528056662,-0.187733155733684,-3.78478251256547,0.1,157,"very_easy"
269,"-1:-2|-1:0|-1:2",3,TRUE,1,0,2,"mixed",1.82404531833319,2.23606797749979,2.33333333333333,3,2,1.74535599249993,2,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,6,6,0,7,4,8,1.29315150027968,0.0833333333333333,1.74535599249993,2.23606797749979,0.586923292546395,"F3_R24",-0.917809027787815,-1.17458531155134,0.610630263073996,-2.11528528056662,-0.187733155733684,-3.78478251256547,0.1,157,"very_easy"
308,"-1:0|0:-2|1:0",3,TRUE,3,0,0,"axis_only",1.33333333333333,2,1.33333333333333,2,2,1.74535599249993,2,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,4,8,2.02030508910442,7,4,8,1.29315150027968,0.0833333333333333,1.74535599249993,2.23606797749979,0.586923292546395,"F3_R24",-0.917809027787815,-1.17458531155134,0.610630263073996,-2.11528528056662,-0.187733155733684,-3.78478251256547,0.1,157,"very_easy"
312,"-1:0|0:-2|0:2",3,TRUE,3,0,0,"axis_only",1.66666666666667,2,1.66666666666667,2,2,1.74535599249993,2,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,6,6,6,0,7,4,8,1.29315150027968,0.0833333333333333,1.74535599249993,2.23606797749979,0.586923292546395,"F3_R24",-0.917809027787815,-1.17458531155134,0.610630263073996,-2.11528528056662,-0.187733155733684,-3.78478251256547,0.1,157,"very_easy"
110,"-2:-2|-2:2|-1:0",3,TRUE,1,2,0,"mixed",2.21895141649746,2.82842712474619,3,4,2,2.02149836741533,2,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,6,6,6,0,7,6,8,1.00167084494127,0,2.02149836741533,2.82842712474619,0.834417893291247,"F3_R24",0.325280038257427,-1.17458531155134,-1.62834736819732,-2.11528528056662,-0.187733155733684,-4.78067107779154,0.0828571428571429,161,"very_easy"
276,"-1:-2|-1:2|1:0",3,TRUE,1,0,2,"mixed",1.82404531833319,2.23606797749979,2.33333333333333,3,2,2.02149836741533,2,4,2,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,6,6,6,0,7,6,8,1.00167084494127,0,2.02149836741533,2.82842712474619,0.834417893291247,"F3_R24",0.325280038257427,-1.17458531155134,-1.62834736819732,-2.11528528056662,-0.187733155733684,-4.78067107779154,0.0828571428571429,161,"very_easy"
172,"-1:-2|0:-2|0:-1",3,TRUE,2,0,1,"mixed",1.74535599249993,2.23606797749979,2,3,2,1.44171358997881,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,5,4,6,1.01015254455221,7,4,8,1.29315150027968,0.0833333333333333,1.44171358997881,2.23606797749979,0.552950548751405,"F3_R24",-2.28469287050609,-2.36267160369522,0.610630263073996,0.470063395681472,-1.41147520792363,-4.97814602336947,0.0657142857142857,163,"very_easy"
209,"-1:-2|-1:-1|-1:0",3,TRUE,1,1,1,"mixed",1.5500938466243,2.23606797749979,2,3,2,1.44171358997881,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,5,4,6,1.01015254455221,7,4,8,1.29315150027968,0.0833333333333333,1.44171358997881,2.23606797749979,0.552950548751405,"F3_R24",-2.28469287050609,-2.36267160369522,0.610630263073996,0.470063395681472,-1.41147520792363,-4.97814602336947,0.0657142857142857,163,"very_easy"
301,"-1:0|0:-2|0:-1",3,TRUE,3,0,0,"axis_only",1.33333333333333,2,1.33333333333333,2,2,1.44171358997881,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,5,4,6,1.01015254455221,7,4,8,1.29315150027968,0.0833333333333333,1.44171358997881,2.23606797749979,0.552950548751405,"F3_R24",-2.28469287050609,-2.36267160369522,0.610630263073996,0.470063395681472,-1.41147520792363,-4.97814602336947,0.0657142857142857,163,"very_easy"
319,"-1:-1|-1:0|1:0",3,TRUE,2,1,0,"mixed",1.1380711874577,1.4142135623731,1.33333333333333,2,1,1.44171358997881,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,5,4,6,1.01015254455221,7,4,8,1.29315150027968,0.0833333333333333,1.44171358997881,2.23606797749979,0.552950548751405,"F3_R24",-2.28469287050609,-2.36267160369522,0.610630263073996,0.470063395681472,-1.41147520792363,-4.97814602336947,0.0657142857142857,163,"very_easy"
220,"-1:-1|0:-1|1:-2",3,TRUE,1,1,1,"mixed",1.5500938466243,2.23606797749979,2,3,2,1.5500938466243,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,1,0.5,0,0.500835422470633,7,6,8,1.00167084494127,6,6,6,0,7,6,8,1.00167084494127,0,1.5500938466243,2.23606797749979,0.562717406865112,"F3_R24",-1.79680573600726,-1.17458531155134,-1.62834736819732,0.470063395681472,-1.41147520792363,-5.54115022799807,0.0514285714285714,167,"very_easy"
290,"-1:-1|0:-2|0:-1",3,TRUE,2,1,0,"mixed",1.47140452079103,2,1.66666666666667,2,2,1.30473785412437,1,8,1,24,1,FALSE,24,16777216,1,2,25,25,0.5,2,0.416666666666667,0.0833333333333333,0.64657575013984,7,4,8,1.29315150027968,5,4,6,1.01015254455221,7,4,8,1.29315150027968,0.0833333333333333,1.30473785412437,2,0.396473149680955,"F3_R24",-2.90130609260333,-2.36267160369522,0.610630263073996,0.470063395681472,-1.41147520792363,-5.59475924546671,0.0457142857142857,168,"very_easy"
