"family_id","canonical_key","n_flippers","valid","n_axis","n_diagonal","n_oblique","geometry_class","mean_distance_from_s","max_distance_from_s","mean_manhattan_from_s","max_manhattan_from_s","max_chebyshev_from_s","mean_pairwise_distance","adjacent_components","n_orientations","symmetry_count"
422,"-2:-2|-2:-1|-1:0|2:-2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,1.87858444539843,1,8,1
423,"-2:-1|1:0|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.76011261594915,1,8,1
424,"-2:-2|-1:-2|0:-1|0:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.83650581819917,1,8,1
425,"-1:-2|0:1|1:2|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.9659048552118,2,8,1
426,"-2:-2|-1:-2|0:-1|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.00219124314841,1,8,1
427,"-2:-1|-1:-1|1:-2|2:-2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.88371941369913,1,8,1
428,"-1:-1|1:-2|2:-2|2:0",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.04229805746182,3,8,1
429,"-1:-1|1:-2|1:0|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.94229805746182,2,8,1
430,"-1:-1|-1:0|1:-2|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.9607698869111,2,8,1
431,"-2:-2|-1:-2|1:-1|2:0",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.04295532842377,2,8,1
432,"-1:-1|1:-2|2:-2|2:1",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.12514076993644,3,8,1
433,"-1:-1|1:-2|1:1|2:-2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.04295532842377,2,8,1
434,"-1:-1|0:1|1:-2|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.02514076993644,2,8,1
435,"-1:-1|-1:1|1:-2|2:-2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.10219124314841,2,8,1
436,"-1:-2|1:-1|2:1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.14874756768642,3,8,1
437,"-1:-1|1:-2|2:-2|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,2.00219124314841,2,8,1
438,"-1:-1|1:-2|1:2|2:-2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.94295532842377,2,8,1
439,"-1:-1|0:2|1:-2|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.98371941369913,2,8,1
440,"-1:-1|-1:2|1:-2|2:-2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.0659048552118,3,8,1
441,"-2:-2|-1:-2|1:-1|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,2.06656212617375,2,8,1
442,"-2:-1|1:-2|2:-2|2:0",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.96011261594915,2,8,1
443,"-2:-1|1:-2|1:0|2:-2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.94229805746182,2,8,1
444,"-2:-1|-1:0|1:-2|2:-2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.00219124314841,1,8,1
445,"-2:-1|-2:0|1:-2|2:-2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.00153397218646,2,8,1
446,"-1:-2|1:2|2:-2|2:-1",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.0659048552118,3,8,1
447,"-1:-1|1:2|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.04295532842377,2,8,1
448,"-1:0|1:-2|2:1|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.08437668466108,2,8,1
449,"-1:-1|1:-2|2:1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.12579804089839,2,8,1
450,"-1:-2|1:-2|2:1|2:2",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.12514076993644,3,8,1
451,"-2:-1|1:-2|2:-2|2:2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,1.94295532842377,2,8,1
452,"-2:-1|1:-2|1:2|2:-2",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,1.94295532842377,2,8,1
453,"-2:-1|0:2|1:-2|2:-2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.04295532842377,2,8,1
454,"-2:-1|-1:2|1:-2|2:-2",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.08951165296178,3,8,1
455,"-2:-1|-2:2|1:-2|2:-2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.04295532842377,2,8,1
456,"-2:-2|-2:-1|0:-2|0:-1",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.85366310572456,2,8,1
457,"-1:0|1:-2|2:-2|2:0",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.09574173292382,3,8,1
458,"-2:-2|-2:-1|0:-2|0:2",4,TRUE,2,1,1,"mixed",2.26612377556149,2.82842712474619,2.75,4,2,2.03650581819918,3,8,1
459,"-1:-2|0:-2|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.97726990347453,3,8,1
460,"-1:-1|0:-2|2:-2|2:-1",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.93650581819917,2,8,1
461,"-1:0|0:-2|2:-2|2:-1",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.06011261594915,3,8,1
462,"-1:-1|0:2|2:1|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.1607698869111,3,8,1
463,"-1:-2|0:2|2:1|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.10153397218646,3,8,1
464,"-2:-2|-2:-1|0:-2|2:-2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,1.95432037668651,3,8,1
465,"-2:-1|0:-2|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.91869125971184,3,8,1
466,"-2:-2|-2:-1|0:-2|2:0",4,TRUE,2,1,1,"mixed",2.26612377556149,2.82842712474619,2.75,4,2,2.07792717443648,3,8,1
467,"-1:-2|1:2|2:0|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.18371941369913,4,8,1
468,"-2:-2|-2:-1|0:-2|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.10153397218646,3,8,1
469,"-1:0|1:-2|1:0|2:-2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,1.99574173292381,2,8,1
470,"-2:-2|-1:-2|-1:0|2:0",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.03650581819918,3,8,1
471,"-1:-2|0:-1|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.91869125971184,2,8,1
472,"-1:-1|0:-1|2:-2|2:-1",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.79508446196187,2,8,1
473,"-1:0|0:-1|2:-2|2:-1",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,1.87792717443648,2,8,1
474,"-1:-1|0:1|2:1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.0607698869111,2,8,1
475,"-1:-2|0:1|2:1|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.08371941369913,3,8,1
476,"-2:-2|-2:-1|0:-1|2:-2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,1.87792717443648,2,8,1
477,"-2:-1|0:-1|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.79508446196187,2,8,1
478,"-2:-2|-1:-2|-1:0|0:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.91869125971184,2,8,1
479,"-1:-2|1:0|1:2|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.08371941369913,3,8,1
480,"-2:-2|-1:-2|-1:0|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.0607698869111,2,8,1
481,"-2:-2|-1:-2|1:0|2:0",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.07858444539843,2,8,1
482,"-1:-2|0:1|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.14295532842377,3,8,1
483,"-1:-1|0:1|2:-2|2:-1",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.0607698869111,2,8,1
484,"-1:0|0:-1|1:2|2:2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,2.02000580163574,2,8,1
485,"-1:-1|-1:0|1:2|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.07924171636038,2,8,1
486,"-1:-2|0:-1|2:1|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.14361259938572,2,8,1
487,"-1:0|1:-2|2:-2|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.07924171636038,2,8,1
488,"-1:0|1:-2|1:2|2:-2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.02000580163574,2,8,1
489,"-1:0|0:-2|1:2|2:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.0607698869111,2,8,1
490,"-1:-2|-1:0|1:2|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.14295532842377,3,8,1
491,"-2:-2|-1:-2|1:0|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.14361259938572,2,8,1
492,"-1:-2|0:2|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.10153397218646,3,8,1
493,"-1:-1|0:2|2:-2|2:-1",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.10153397218646,3,8,1
494,"-1:0|0:-2|2:1|2:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.14295532842377,3,8,1
495,"-1:-1|0:-2|2:1|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.16142715787305,2,8,1
496,"-1:-2|0:-2|2:1|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.14295532842377,3,8,1
497,"-2:-2|-2:-1|0:2|2:-2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.0607698869111,3,8,1
498,"-2:-1|0:2|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.0607698869111,3,8,1
499,"-2:-2|-1:-2|0:2|2:0",4,TRUE,2,1,1,"mixed",2.26612377556149,2.82842712474619,2.75,4,2,2.1607698869111,3,8,1
500,"-2:-1|0:-2|2:1|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.20732621144911,4,8,1
501,"-2:-2|-1:-2|2:0|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.1607698869111,3,8,1
502,"-1:-2|-1:-1|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.91869125971184,2,8,1
503,"-1:-2|-1:0|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.06011261594915,3,8,1
504,"-1:-1|-1:2|2:1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.1607698869111,3,8,1
505,"-1:-2|-1:2|2:-2|2:-1",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.08371941369913,3,8,1
506,"-2:-1|-1:-2|2:-2|2:-1",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,1.86011261594915,2,8,1
507,"-2:-1|-2:2|-1:2|0:-2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.04229805746182,3,8,1
508,"-1:-2|1:2|2:-1|2:2",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.14809029672447,4,8,1
509,"-2:-1|-2:2|-1:2|2:-2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.04295532842377,2,8,1
510,"-1:-1|-1:0|2:-2|2:-1",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.87792717443648,2,8,1
511,"-1:-1|-1:1|2:-2|2:-1",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.07858444539843,2,8,1
512,"-1:-1|-1:2|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.10153397218646,3,8,1
513,"-2:-2|-1:-1|2:-2|2:-1",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,1.83716308916112,1,8,1
514,"-2:-1|-1:-1|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.73650581819918,1,8,1
515,"-2:-2|-1:-2|-1:1|0:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.87792717443648,1,8,1
516,"-1:-2|1:-1|1:2|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.0659048552118,3,8,1
517,"-2:-2|-1:-2|-1:1|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,2.04295532842377,2,8,1
518,"-1:-1|-1:0|2:1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.02000580163574,2,8,1
519,"-1:-2|-1:0|2:1|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.14295532842377,3,8,1
520,"-2:-2|-1:0|2:-2|2:-1",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,1.9607698869111,2,8,1
521,"-2:-1|-1:0|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.81934853067379,1,8,1
522,"-2:-2|-1:-2|0:1|0:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.87792717443648,1,8,1
523,"-1:-2|0:-1|1:2|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.02514076993644,2,8,1
524,"-2:-2|-1:-2|0:1|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.08437668466108,2,8,1
525,"-1:-2|-1:-1|2:1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.14361259938572,2,8,1
526,"-1:-1|1:2|2:-2|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,2.06142715787305,2,8,1
527,"-1:-1|1:-2|1:2|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.00219124314841,2,8,1
528,"-1:-1|0:-2|1:2|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.02000580163574,1,8,1
529,"-1:-2|-1:-1|1:2|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.08437668466108,2,8,1
530,"-2:-2|-1:-1|1:2|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,2.10284851411036,1,8,1
531,"-2:-1|1:2|2:-2|2:2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.00219124314841,2,8,1
532,"-2:-1|-1:2|2:-2|2:-1",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.02514076993644,3,8,1
533,"-2:-1|0:-2|1:2|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.12514076993644,3,8,1
534,"-2:-1|-1:-2|1:2|2:2",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.14874756768642,3,8,1
535,"-2:-2|-1:-2|2:1|2:2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.08437668466108,2,4,2
536,"-2:-2|-2:-1|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,1.69574173292382,2,4,2
537,"-2:-2|-2:-1|2:-2|2:0",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,1.89574173292382,2,8,1
538,"-1:-2|1:2|2:-2|2:2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.00153397218646,3,8,1
539,"-2:-2|-2:-1|2:-2|2:2",4,TRUE,0,3,1,"off_axis",2.68033733793459,2.82842712474619,3.75,4,2,1.87858444539843,2,8,1
540,"-2:-1|-2:0|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.73650581819918,2,8,1
541,"-1:-2|1:-2|1:2|2:2",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,1.94229805746182,3,8,1
542,"-2:-1|-2:2|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,1.91934853067379,2,8,1
543,"-1:-2|0:-2|1:2|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.94229805746182,2,8,1
544,"-2:-2|-1:-2|0:2|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.01934853067379,2,8,1
545,"-2:-2|-1:-2|1:2|2:2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.02514076993644,2,4,2
546,"-1:-2|0:-2|1:-1|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.85432037668651,1,8,1
547,"-1:-2|0:-2|0:-1|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.77147766421189,2,8,1
548,"-1:-2|-1:-1|0:-2|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.8128990204492,2,8,1
549,"-2:-1|-1:-2|0:-2|2:-2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.93650581819917,2,8,1
550,"-1:-2|0:-2|2:-2|2:0",4,TRUE,2,1,1,"mixed",2.26612377556149,2.82842712474619,2.75,4,2,2.17213493517384,4,8,1
551,"-1:-2|0:-2|1:0|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.03650581819918,3,8,1
552,"-1:-2|-1:0|0:-2|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.0128990204492,3,8,1
553,"-2:-1|-2:0|-2:2|0:-2",4,TRUE,2,1,1,"mixed",2.26612377556149,2.82842712474619,2.75,4,2,2.13650581819918,4,8,1
554,"-1:-2|0:-2|2:-2|2:1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.19574173292381,4,8,1
555,"-1:-1|2:-2|2:0|2:1",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.07792717443648,3,8,1
556,"-1:-2|0:-2|0:1|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.0128990204492,3,8,1
557,"-1:-1|-1:2|0:2|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.05432037668651,3,8,1
558,"-1:-2|2:-1|2:0|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.16011261594915,4,8,1
559,"-1:-2|0:-2|2:-2|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.03650581819918,3,8,1
560,"-1:-2|0:-2|1:2|2:-2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.93650581819917,2,8,1
561,"-1:-2|0:-2|0:2|2:-2",4,TRUE,2,1,1,"mixed",2.26612377556149,2.82842712474619,2.75,4,2,1.87147766421189,3,8,1
562,"-1:-2|-1:2|0:-2|2:-2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.89508446196187,3,8,1
563,"-2:-1|-2:0|-2:2|2:-2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,1.99574173292381,2,8,1
564,"-2:-2|-1:-1|0:-2|2:-2",4,TRUE,1,3,0,"mixed",2.26776695296637,2.82842712474619,3,4,2,1.91355629141115,1,8,1
565,"-2:-2|-2:0|-2:2|-1:0",4,TRUE,2,2,0,"mixed",2.16421356237309,2.82842712474619,2.75,4,2,1.9128990204492,2,4,2
566,"-2:-2|-2:0|-2:2|0:-2",4,TRUE,2,2,0,"mixed",2.41421356237309,2.82842712474619,3,4,2,2.17213493517384,4,8,1
567,"-2:-2|-1:0|0:-2|2:-2",4,TRUE,2,2,0,"mixed",2.16421356237309,2.82842712474619,2.75,4,2,2.09574173292382,3,8,1
568,"-1:-2|2:-2|2:0|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.19574173292381,4,8,1
569,"-1:-1|2:-2|2:0|2:2",4,TRUE,1,3,0,"mixed",2.26776695296637,2.82842712474619,3,4,2,2.13716308916112,3,8,1
570,"-1:0|2:-2|2:0|2:2",4,TRUE,2,2,0,"mixed",2.16421356237309,2.82842712474619,2.75,4,2,2.13137084989848,3,4,2
571,"-2:-2|-2:0|-2:2|2:-2",4,TRUE,1,3,0,"mixed",2.62132034355964,2.82842712474619,3.5,4,2,2.01355629141115,3,8,1
572,"-2:-1|2:-2|2:0|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,1.99574173292381,2,8,1
573,"-2:-2|-2:0|-2:2|2:0",4,TRUE,2,2,0,"mixed",2.41421356237309,2.82842712474619,3,4,2,2.0128990204492,3,4,2
574,"-2:-2|-1:-1|0:-2|0:-1",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.63071357893653,1,8,1
575,"-1:-1|0:-2|1:-1|2:-2",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,1.81355629141115,1,8,1
576,"-2:-1|0:-2|1:-1|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.89574173292382,1,8,1
577,"-2:-2|-2:0|-1:-1|0:-2",4,TRUE,2,2,0,"mixed",2.06066017177982,2.82842712474619,2.5,4,2,1.93137084989848,1,4,2
578,"-2:-2|-1:-1|-1:0|0:-2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.75432037668651,1,8,1
579,"-1:0|0:-2|1:-1|2:-2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.93716308916112,1,8,1
580,"-2:-2|-1:-1|0:-2|2:0",4,TRUE,2,2,0,"mixed",2.06066017177982,2.82842712474619,2.5,4,2,2.03716308916112,2,8,1
581,"-1:-2|1:-1|2:-2|2:0",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.03716308916112,2,8,1
582,"-1:-1|1:-1|2:-2|2:0",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,1.89574173292382,1,8,1
583,"-1:0|1:-1|2:-2|2:0",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.91355629141115,1,8,1
584,"-1:-1|0:2|1:1|2:2",4,TRUE,1,3,0,"mixed",1.9142135623731,2.82842712474619,2.5,4,2,2.03782036012307,1,8,1
585,"-1:-2|1:1|2:0|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.12000580163574,2,8,1
586,"-2:-2|-2:0|-1:-1|2:-2",4,TRUE,1,3,0,"mixed",2.26776695296637,2.82842712474619,3,4,2,1.93716308916112,1,8,1
587,"-2:-1|1:-1|2:-2|2:0",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.81355629141115,1,8,1
588,"-2:-2|-1:-1|0:-2|0:2",4,TRUE,2,2,0,"mixed",2.06066017177982,2.82842712474619,2.5,4,2,1.85432037668651,1,8,1
589,"-1:-2|0:2|1:1|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.97858444539843,1,8,1
590,"-2:-2|-1:-1|0:-2|2:2",4,TRUE,1,3,0,"mixed",2.26776695296637,2.82842712474619,3,4,2,2.03782036012307,1,8,1
591,"-1:-1|0:-2|0:-1|2:-2",4,TRUE,2,2,0,"mixed",1.81066017177982,2.82842712474619,2.25,4,2,1.7128990204492,2,8,1
592,"-2:-1|0:-2|0:-1|2:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.89508446196187,2,8,1
593,"-2:-2|-2:0|-1:0|0:-2",4,TRUE,3,1,0,"mixed",1.95710678118655,2.82842712474619,2.25,4,2,2.0128990204492,3,8,1
594,"-2:-2|-1:0|0:-2|0:-1",4,TRUE,3,1,0,"mixed",1.70710678118655,2.82842712474619,2,4,2,1.79508446196187,2,8,1
595,"-1:0|0:-2|0:-1|2:-2",4,TRUE,3,1,0,"mixed",1.70710678118655,2.82842712474619,2,4,2,1.85432037668651,2,8,1
596,"-2:-2|-2:0|-1:0|0:2",4,TRUE,3,1,0,"mixed",1.95710678118655,2.82842712474619,2.25,4,2,2.03650581819918,3,8,1
