"family_id","canonical_key","n_flippers","valid","n_axis","n_diagonal","n_oblique","geometry_class","mean_distance_from_s","max_distance_from_s","mean_manhattan_from_s","max_manhattan_from_s","max_chebyshev_from_s","mean_pairwise_distance","adjacent_components","n_orientations","symmetry_count","gf2_rank","nullity","full_rank","reachable_states_log2","reachable_states","solutions_per_reachable_log2","solutions_per_reachable","distinct_move_rows","distinct_move_columns"
406,"-2:-2|-2:-1|-1:-1|2:-2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,1.73716308916112,1,8,1,21,4,FALSE,21,2097152,4,16,25,25
407,"-2:-1|1:-1|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.65432037668651,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
408,"-2:-2|-1:-2|-1:-1|0:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.77792717443648,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
409,"-1:-2|1:1|1:2|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.94295532842377,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
410,"-2:-2|-1:-2|-1:-1|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,1.92000580163574,1,8,1,21,4,FALSE,21,2097152,4,16,25,25
411,"-1:-1|0:-1|1:-2|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.76011261594915,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
412,"-2:-1|0:-1|1:-2|2:-2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.86011261594915,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
413,"-2:-2|-2:-1|-1:0|0:-2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.91869125971184,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
414,"-2:-2|-1:-2|-1:0|0:-1",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,1.73650581819918,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
415,"-1:0|0:-1|1:-2|2:-2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,1.87858444539843,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
416,"-2:-2|-1:-2|0:-1|2:0",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.00153397218646,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
417,"-1:-2|1:0|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.00153397218646,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
418,"-1:-1|1:0|2:-2|2:-1",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.86011261594915,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
419,"-1:0|1:0|2:-2|2:-1",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,1.87792717443648,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
420,"-1:-1|0:1|1:2|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.00219124314841,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
421,"-1:-2|1:0|2:1|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.08437668466108,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
422,"-2:-2|-2:-1|-1:0|2:-2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,1.87858444539843,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
423,"-2:-1|1:0|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.76011261594915,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
424,"-2:-2|-1:-2|0:-1|0:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.83650581819917,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
425,"-1:-2|0:1|1:2|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.9659048552118,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
426,"-2:-2|-1:-2|0:-1|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.00219124314841,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
427,"-2:-1|-1:-1|1:-2|2:-2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.88371941369913,1,8,1,21,4,FALSE,21,2097152,4,16,25,25
428,"-1:-1|1:-2|2:-2|2:0",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.04229805746182,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
429,"-1:-1|1:-2|1:0|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.94229805746182,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
430,"-1:-1|-1:0|1:-2|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.9607698869111,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
431,"-2:-2|-1:-2|1:-1|2:0",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.04295532842377,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
432,"-1:-1|1:-2|2:-2|2:1",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.12514076993644,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
433,"-1:-1|1:-2|1:1|2:-2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.04295532842377,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
434,"-1:-1|0:1|1:-2|2:-2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.02514076993644,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
435,"-1:-1|-1:1|1:-2|2:-2",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.10219124314841,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
436,"-1:-2|1:-1|2:1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.14874756768642,3,8,1,21,4,FALSE,21,2097152,4,16,25,25
437,"-1:-1|1:-2|2:-2|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,2.00219124314841,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
438,"-1:-1|1:-2|1:2|2:-2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.94295532842377,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
439,"-1:-1|0:2|1:-2|2:-2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.98371941369913,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
440,"-1:-1|-1:2|1:-2|2:-2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.0659048552118,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
441,"-2:-2|-1:-2|1:-1|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,2.06656212617375,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
442,"-2:-1|1:-2|2:-2|2:0",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.96011261594915,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
443,"-2:-1|1:-2|1:0|2:-2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.94229805746182,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
444,"-2:-1|-1:0|1:-2|2:-2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.00219124314841,1,8,1,17,8,FALSE,17,131072,8,256,25,25
445,"-2:-1|-2:0|1:-2|2:-2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.00153397218646,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
446,"-1:-2|1:2|2:-2|2:-1",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.0659048552118,3,8,1,21,4,FALSE,21,2097152,4,16,25,25
447,"-1:-1|1:2|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.04295532842377,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
448,"-1:0|1:-2|2:1|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.08437668466108,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
449,"-1:-1|1:-2|2:1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.12579804089839,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
450,"-1:-2|1:-2|2:1|2:2",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.12514076993644,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
451,"-2:-1|1:-2|2:-2|2:2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,1.94295532842377,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
452,"-2:-1|1:-2|1:2|2:-2",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,1.94295532842377,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
453,"-2:-1|0:2|1:-2|2:-2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.04295532842377,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
454,"-2:-1|-1:2|1:-2|2:-2",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.08951165296178,3,8,1,21,4,FALSE,21,2097152,4,16,25,25
455,"-2:-1|-2:2|1:-2|2:-2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.04295532842377,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
456,"-2:-2|-2:-1|0:-2|0:-1",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.85366310572456,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
457,"-1:0|1:-2|2:-2|2:0",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.09574173292382,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
458,"-2:-2|-2:-1|0:-2|0:2",4,TRUE,2,1,1,"mixed",2.26612377556149,2.82842712474619,2.75,4,2,2.03650581819918,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
459,"-1:-2|0:-2|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.97726990347453,3,8,1,21,4,FALSE,21,2097152,4,16,25,25
460,"-1:-1|0:-2|2:-2|2:-1",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.93650581819917,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
461,"-1:0|0:-2|2:-2|2:-1",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.06011261594915,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
462,"-1:-1|0:2|2:1|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.1607698869111,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
463,"-1:-2|0:2|2:1|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.10153397218646,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
464,"-2:-2|-2:-1|0:-2|2:-2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,1.95432037668651,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
465,"-2:-1|0:-2|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.91869125971184,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
466,"-2:-2|-2:-1|0:-2|2:0",4,TRUE,2,1,1,"mixed",2.26612377556149,2.82842712474619,2.75,4,2,2.07792717443648,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
467,"-1:-2|1:2|2:0|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.18371941369913,4,8,1,25,0,TRUE,25,33554432,0,1,25,25
468,"-2:-2|-2:-1|0:-2|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.10153397218646,3,8,1,21,4,FALSE,21,2097152,4,16,25,25
469,"-1:0|1:-2|1:0|2:-2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,1.99574173292381,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
470,"-2:-2|-1:-2|-1:0|2:0",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.03650581819918,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
471,"-1:-2|0:-1|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.91869125971184,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
472,"-1:-1|0:-1|2:-2|2:-1",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.79508446196187,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
473,"-1:0|0:-1|2:-2|2:-1",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,1.87792717443648,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
474,"-1:-1|0:1|2:1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.0607698869111,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
475,"-1:-2|0:1|2:1|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.08371941369913,3,8,1,21,4,FALSE,21,2097152,4,16,25,25
476,"-2:-2|-2:-1|0:-1|2:-2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,1.87792717443648,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
477,"-2:-1|0:-1|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.79508446196187,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
478,"-2:-2|-1:-2|-1:0|0:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.91869125971184,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
479,"-1:-2|1:0|1:2|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.08371941369913,3,8,1,21,4,FALSE,21,2097152,4,16,25,25
480,"-2:-2|-1:-2|-1:0|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.0607698869111,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
481,"-2:-2|-1:-2|1:0|2:0",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.07858444539843,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
482,"-1:-2|0:1|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.14295532842377,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
483,"-1:-1|0:1|2:-2|2:-1",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.0607698869111,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
484,"-1:0|0:-1|1:2|2:2",4,TRUE,2,1,1,"mixed",1.76612377556149,2.82842712474619,2.25,4,2,2.02000580163574,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
485,"-1:-1|-1:0|1:2|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.07924171636038,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
486,"-1:-2|0:-1|2:1|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.14361259938572,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
487,"-1:0|1:-2|2:-2|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.07924171636038,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
488,"-1:0|1:-2|1:2|2:-2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.02000580163574,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
489,"-1:0|0:-2|1:2|2:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.0607698869111,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
490,"-1:-2|-1:0|1:2|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.14295532842377,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
491,"-2:-2|-1:-2|1:0|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.14361259938572,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
492,"-1:-2|0:2|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.10153397218646,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
493,"-1:-1|0:2|2:-2|2:-1",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.10153397218646,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
494,"-1:0|0:-2|2:1|2:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,2.14295532842377,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
495,"-1:-1|0:-2|2:1|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.16142715787305,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
496,"-1:-2|0:-2|2:1|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.14295532842377,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
497,"-2:-2|-2:-1|0:2|2:-2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.0607698869111,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
498,"-2:-1|0:2|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.0607698869111,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
499,"-2:-2|-1:-2|0:2|2:0",4,TRUE,2,1,1,"mixed",2.26612377556149,2.82842712474619,2.75,4,2,2.1607698869111,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
500,"-2:-1|0:-2|2:1|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.20732621144911,4,8,1,21,4,FALSE,21,2097152,4,16,25,25
501,"-2:-2|-1:-2|2:0|2:2",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,2.1607698869111,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
502,"-1:-2|-1:-1|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.91869125971184,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
503,"-1:-2|-1:0|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.06011261594915,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
504,"-1:-1|-1:2|2:1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.1607698869111,3,8,1,21,4,FALSE,21,2097152,4,16,25,25
505,"-1:-2|-1:2|2:-2|2:-1",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.08371941369913,3,8,1,21,4,FALSE,21,2097152,4,16,25,25
506,"-2:-1|-1:-2|2:-2|2:-1",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,1.86011261594915,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
507,"-2:-1|-2:2|-1:2|0:-2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.04229805746182,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
508,"-1:-2|1:2|2:-1|2:2",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.14809029672447,4,8,1,21,4,FALSE,21,2097152,4,16,25,25
509,"-2:-1|-2:2|-1:2|2:-2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.04295532842377,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
510,"-1:-1|-1:0|2:-2|2:-1",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,1.87792717443648,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
511,"-1:-1|-1:1|2:-2|2:-1",4,TRUE,0,3,1,"off_axis",1.97323055674804,2.82842712474619,2.75,4,2,2.07858444539843,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
512,"-1:-1|-1:2|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.10153397218646,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
513,"-2:-2|-1:-1|2:-2|2:-1",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,1.83716308916112,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
514,"-2:-1|-1:-1|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,1.73650581819918,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
515,"-2:-2|-1:-2|-1:1|0:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,1.87792717443648,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
516,"-1:-2|1:-1|1:2|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.0659048552118,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
517,"-2:-2|-1:-2|-1:1|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,2.04295532842377,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
518,"-1:-1|-1:0|2:1|2:2",4,TRUE,1,2,1,"mixed",1.86967716615477,2.82842712474619,2.5,4,2,2.02000580163574,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
519,"-1:-2|-1:0|2:1|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.14295532842377,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
520,"-2:-2|-1:0|2:-2|2:-1",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,1.9607698869111,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
521,"-2:-1|-1:0|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,1.81934853067379,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
522,"-2:-2|-1:-2|0:1|0:2",4,TRUE,2,1,1,"mixed",2.01612377556149,2.82842712474619,2.5,4,2,1.87792717443648,1,8,1,25,0,TRUE,25,33554432,0,1,25,25
523,"-1:-2|0:-1|1:2|2:2",4,TRUE,1,1,2,"mixed",2.07514076993644,2.82842712474619,2.75,4,2,2.02514076993644,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
524,"-2:-2|-1:-2|0:1|2:2",4,TRUE,1,2,1,"mixed",2.22323055674804,2.82842712474619,3,4,2,2.08437668466108,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
525,"-1:-2|-1:-1|2:1|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.14361259938572,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
526,"-1:-1|1:2|2:-2|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,2.06142715787305,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
527,"-1:-1|1:-2|1:2|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.00219124314841,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
528,"-1:-1|0:-2|1:2|2:2",4,TRUE,1,2,1,"mixed",2.11967716615477,2.82842712474619,2.75,4,2,2.02000580163574,1,8,1,21,4,FALSE,21,2097152,4,16,25,25
529,"-1:-2|-1:-1|1:2|2:2",4,TRUE,0,2,2,"off_axis",2.17869416052972,2.82842712474619,3,4,2,2.08437668466108,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
530,"-2:-2|-1:-1|1:2|2:2",4,TRUE,0,3,1,"off_axis",2.32678394734132,2.82842712474619,3.25,4,2,2.10284851411036,1,8,1,21,4,FALSE,21,2097152,4,16,25,25
531,"-2:-1|1:2|2:-2|2:2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.00219124314841,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
532,"-2:-1|-1:2|2:-2|2:-1",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.02514076993644,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
533,"-2:-1|0:-2|1:2|2:2",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,2.12514076993644,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
534,"-2:-1|-1:-2|1:2|2:2",4,TRUE,0,1,3,"off_axis",2.38415776431139,2.82842712474619,3.25,4,2,2.14874756768642,3,8,1,21,4,FALSE,21,2097152,4,16,25,25
535,"-2:-2|-1:-2|2:1|2:2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.08437668466108,2,4,2,21,4,FALSE,21,2097152,4,16,25,25
536,"-2:-2|-2:-1|2:-2|2:-1",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,1.69574173292382,2,4,2,25,0,TRUE,25,33554432,0,1,25,25
537,"-2:-2|-2:-1|2:-2|2:0",4,TRUE,1,2,1,"mixed",2.47323055674804,2.82842712474619,3.25,4,2,1.89574173292382,2,8,1,21,4,FALSE,21,2097152,4,16,25,25
538,"-1:-2|1:2|2:-2|2:2",4,TRUE,0,2,2,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.00153397218646,3,8,1,25,0,TRUE,25,33554432,0,1,25,25
539,"-2:-2|-2:-1|2:-2|2:2",4,TRUE,0,3,1,"off_axis",2.68033733793459,2.82842712474619,3.75,4,2,1.87858444539843,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
540,"-2:-1|-2:0|2:-2|2:-1",4,TRUE,1,1,2,"mixed",2.32514076993644,2.82842712474619,3,4,2,1.73650581819918,2,8,1,25,0,TRUE,25,33554432,0,1,25,25
